Company,Job,Listing Date,Location,Work Type,Teaser job,Job ID,Classification,Sub Classification,Job_URL,Classification_encoded,Cluster
,Account Representative / Marketing / Sales Executive,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"01 Januari 2025 sd 31 Maret 2025
1 Tahun Pengalaman Kerja",81089949,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81089949,15,0
Edukasi Mandiri Pratama,English Teacher,29 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,English teacher,81110713,Pendidikan & Pelatihan,Tutor,https://id.jobstreet.com/id/job/81110713,14,0
Edukasi Mandiri Pratama,Course Consultant,22 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,cc,81273915,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81273915,15,0
,Sales Marketing,18 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,- pendapatan perbulan bisa mencapai 4 jutaan (di atas UMR),81369729,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/81369729,15,0
Simas Life Insurance,Bancassurance Consultant (Makassar),2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,-,81716616,Perbankan & Layanan Finansial,Layanan Klien,https://id.jobstreet.com/id/job/81716616,16,0
Indo Porcelain,SALES HORECA (SULAWESI AREA),5 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Responsibility : Understand customer needs and offer solutions and support (B2B) Answer potential customer questions and follow-up call questions,81520341,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81520341,15,0
PT Cahaya Lentera Kasih Sentosa,English Teacher,2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Educate young minds in Makassar - competitive salary, career advancement, and work-life balance.",81710046,Pendidikan & Pelatihan,Pengajaran – Pendidikan Dasar,https://id.jobstreet.com/id/job/81710046,14,0
Indonusa Telemedia,Account Manager Corporate Makassar KTI,2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Melakukan penjualan content TV direct to hotel, RS dan Corporate segment atau via channel B2B ke segmentasi pasar Internet Service Provider.",81718487,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81718487,15,0
AXA,"FINANCIAL ADVISOR - Pare Pare (Palopo, Topoyo, Bone Bone, Majene)",2 hari yang lalu,"Palopo, Sulawesi Selatan",Full time,"Financial Advisor (FA) adalah perencana keuangan nasabah. Dimana FA bertugas untuk merencanakan, dan memasarkan produk asuransi sesuai dengan...",81709781,Perbankan & Layanan Finansial,Layanan Klien,https://id.jobstreet.com/id/job/81709781,16,0
Dipo Star Finance,Field Collection (Makassar),2 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Melakukan kunjungan untuk menindaklanjuti penagihan debitur bermasalah Melakukan penanganan terhadap debitur bermasalahKualifikasi: Usia s/d 30...,81715773,Perbankan & Layanan Finansial,Kredit,https://id.jobstreet.com/id/job/81715773,16,0
Pengiklan Anonim,Metrology Engineer and Quality Assurance,19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Specialises in taking very precise measurements using specific equipments.,81328995,"Manufaktur, Transportasi & Logistik",Penjaminan & Kontrol Mutu,https://id.jobstreet.com/id/job/81328995,10,1
Jiva Agriculture,Quality Specialist - Rice & Rice Bran,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"The Quality Specialist will be responsible for monitoring and ensuring the quality of dry paddy, brown rice, white rice, and rice bran across vario...",76396724,"Manufaktur, Transportasi & Logistik",Penjaminan & Kontrol Mutu,https://id.jobstreet.com/id/job/76396724,10,1
XL Axiata,Territory Sales Bone,18 hari yang lalu,"Bone, Sulawesi Selatan",Kontrak,"Achieve territory sales targets (revenue, gross adds, reach, availability, visibility) by ensuring effective execution of sales, excellent distribu...",81368707,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81368707,10,1
Jiva Agriculture,Sales Coordinator - Agriinput,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Pengalaman minimal 1 tahun sebagai sales dari perusahaan agriinput (saprodi).
Memiliki pemahaman yang baik tentang komunitas pengecer agriinput
Ber...",78039100,"Manufaktur, Transportasi & Logistik","Pembelian, Pengadaan & Inventaris",https://id.jobstreet.com/id/job/78039100,10,1
,Therapist,21 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Memiliki pengalaman bekerja di salon, spa, atau klinik kecantikan minimal selama 1 tahun",81300277,Keterampilan & Jasa,Tata Rambut & Kecantikan,https://id.jobstreet.com/id/job/81300277,8,1
Kintetsu World Express,Sales Forwarding - MAKASAR,24 hari yang lalu,Sulawesi Selatan,Full time,"Promotion, sales and marketing of Freight Forwarding (Export &amp; Import), Logistics &amp; warehousing services. Hunts for new customer accounts...",81222288,"Manufaktur, Transportasi & Logistik",Pengapalan/Pengurusan Transportasi,https://id.jobstreet.com/id/job/81222288,10,1
Yakult,Assistant Sales Staff (YL Palopo),17 hari yang lalu,"Palopo, Sulawesi Selatan",Full time,Kualifikasi : Usia maksimal 28 tahun Pendidikan minimal SMA/ SMK sederajat (semua jurusan) Memiliki kemampuan komunikasi yang baik Pengalaman 1...,81381044,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81381044,0,1
Siloam Hospitals Group,Asisten Apoteker,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Menunjang layanan farmasi dalam hal penerimaan resep, peracikan dan persiapan obat-obatan serta pendistribusian obat di layanan rawat jalan/rawat inap",81742525,Kesehatan & Medis,Farmasi,https://id.jobstreet.com/id/job/81742525,7,1
,Front Office,2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Become a family member of the leading Pilates company in Indonesia and having a big opportunities to develop your personal passion and career.,81719231,Hospitaliti & Pariwisata,Layanan Kantor Depan & Tamu,https://id.jobstreet.com/id/job/81719231,5,1
,Operational Restaurant Manager,11 hari yang lalu,"Wajo, Sulawesi Selatan",Kontrak,Bergabung dengan tim kami dan bantu kembangkan bisnis pariwisata di Sulawesi Selatan dengan kompensasi menarik!,81540718,Hospitaliti & Pariwisata,Manajemen,https://id.jobstreet.com/id/job/81540718,5,1
PT Ricklean Nutri Guna,Executive Chef,21 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Career Path Opportunity, Dynamic and Innovative work environment, Training and Development.",81298272,Hospitaliti & Pariwisata,Chef/Koki,https://id.jobstreet.com/id/job/81298272,5,1
PT Tigalapan Sukses Indonesia,Procurement Staff,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Procurement berperan penting dalam memastikan kelancaran pengadaan barang dan jasa yang mendukung operasional perusahaan.,81731302,"Manufaktur, Transportasi & Logistik","Pembelian, Pengadaan & Inventaris",https://id.jobstreet.com/id/job/81731302,10,1
Ekle's Clinic,Doctor Aesthetic,26 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Benefit :
Gaji Pokok + Komisi
Income Rp. 10-30 Jt +++
BPJS Kesehatan & Tenagakerja + Asuransi Jiwa JSHK",81150404,Kesehatan & Medis,Dokter Umum,https://id.jobstreet.com/id/job/81150404,7,1
,Finance Staff,2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Anda bertanggung jawab untuk mengelola transaksi keuangan, menyusun laporan keuangan, administrasi keuangan dengan baik dan sesuai standar akuntansi.",81713156,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81713156,1,1
China Camc Engineering,Safety Engineer,21 hari yang lalu,"Gowa, Sulawesi Selatan",Full time,"Peluang menjadi Safety Engineer di perusahaan konstruksi terkemuka. Keseimbangan kehidupan-kerja yang sehat, remunerasi kompetitif.",81297532,Konstruksi,"Kesehatan, Keamanan & Lingkungan",https://id.jobstreet.com/id/job/81297532,9,1
Erajaya Group,Accounting & Tax Staff (Makassar),19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Job Description: Assist the accounting &amp; tax team in the closing process Compiling accounting report Checking the tax report and making sure...,81335442,Akuntansi,Perpajakan,https://id.jobstreet.com/id/job/81335442,1,1
Siloam Hospitals Group,Account Referral Executive Hospital (Makassar),25 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Maintain relationships, ensure that the information received by partner is up-to-date and increase patient referrals to the Hospital",81194455,Kesehatan & Medis,Penjualan,https://id.jobstreet.com/id/job/81194455,7,1
,Driver,17 hari yang lalu,"Gowa, Sulawesi Selatan",Full time,"Mengantar dan mengambil cucian pelanggan sesuai dengan jadwal yang telah ditentukan. Memastikan cucian dalam keadaan bersih, rapi, dan aman selama ...",81463150,"Manufaktur, Transportasi & Logistik","Kurir, Sopir & Jasa Pos",https://id.jobstreet.com/id/job/81463150,10,1
Siloam Hospitals Group,Perawat (Makassar),10 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Memberikan asuhan keperawatan secara menyeluruh dan komprehensif sesuai dengan standar pelayanan dan prosedur Rumah Sakit serta hukum yang berlaku.,81551898,Kesehatan & Medis,"Keperawatan – Gawat Darurat, Perawatan Kritis & ICU",https://id.jobstreet.com/id/job/81551898,7,1
,Sales Executive,10 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,1. Bersedia Ditempatka di Astra Motor Cabang Daya (Parumpa) 2. Melakukan Promosi Langsung Ke Lapangan 3. Melakukan Promosi di Media Sosial 4. Menga...,81599664,Keterampilan & Jasa,Tata Rambut & Kecantikan,https://id.jobstreet.com/id/job/81599664,8,1
,Manicurist,21 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Memiliki pengalaman bekerja di salon atau salon kuku minimal selama 1 tahun,81299970,Keterampilan & Jasa,Buruh,https://id.jobstreet.com/id/job/81299970,8,1
Hiba Utama,Staff Administrasi (Area Makassar),2 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,-,81720151,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81720151,0,1
DayaLima Recruitment,Technical Senior Supervisor Makassar,29 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Dayalima Recruitment membuka peluang untuk Technical Senior Supervisor di perusahaan Shipping & Marine Logistic terkemuka di Indonesia,81099614,"Manufaktur, Transportasi & Logistik",Manajemen Armada,https://id.jobstreet.com/id/job/81099614,10,1
PT Anugrah Lautan Perkasa,Crewing Staff,18 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Bergabung dengan perusahaan logistik terkemuka, raih pertumbuhan karier, paket kompensasi kompetitif, dan lingkungan kerja dinamis.",81362073,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81362073,10,1
,Staf Pajak,13 jam yang lalu,"Makassar, Sulawesi Selatan",Full time,"1. Melakukan entri data PPh 21.
2. Melakukan validasi data terkait akunting dan pajak.
3. Merekap Konsolidasi Laporan Keuangan.",81749944,Akuntansi,Perpajakan,https://id.jobstreet.com/id/job/81749944,1,1
PT Anugrah Lautan Perkasa,LEGAL,26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Supportive work environment, competitive benefits, and opportunities for professional growth in dynamic legal team.",81157804,Hukum,Hukum Korporasi & Komersil,https://id.jobstreet.com/id/job/81157804,6,1
,Customer Relations Staff,15 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Mengelola sistem CRM untuk menyimpan, memantau, dan menganalisis data pelanggan. Melakukan follow-up terhadap leads dan pelanggan sesuai jadwal yan...",81450189,Call Center & Layanan Konsumen,Layanan Konsumen – Berhadapan dengan Konsumen,https://id.jobstreet.com/id/job/81450189,3,1
Bungasari Flour Mills Indonesia,Mill Foreman (Makassar),15 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Mengontrol transfer material, perawatan mesin, produksi sesuai standar, dan membuat laporan harian serta dokumen terkait.",81456553,"Manufaktur, Transportasi & Logistik",Operator Mesin,https://id.jobstreet.com/id/job/81456553,10,1
PT Sinar Niaga Gemilang,DRIVER,19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"SNG adalah Cargo logistik, pengiriman barang ke kota dan pulau diseluruh Indonesia",81330382,"Manufaktur, Transportasi & Logistik",Transportasi Jalan,https://id.jobstreet.com/id/job/81330382,10,1
Lippo Karawaci,Administrasi Magang (sementara 3 bulan) - Makassar,9 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Staf Administrasi Tanjung Bunga,81581474,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81581474,0,1
GPI Logistics,Staff Finance Cabang Makassar,16 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Assist finance supervisor and branch manager in compile financial data, also to help create financial report before submit to the head office Jakarta.",81429246,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81429246,1,1
,Senior Teknisi,2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,1. Melakukan Pemasangan Aksesoris Umum dan Aksesoris Electrical Mobil 2. Menjalankan Budaya Kerja Perusahaan 3. Menjaga Kebersihan Outlet 4. Melaku...,81747890,Keterampilan & Jasa,Jasa Kebersihan,https://id.jobstreet.com/id/job/81747890,8,1
Seven Retail Group,Dokter Gigi Umum / GP Dentist (Makassar),23 hari yang lalu,"Makassar, Sulawesi Selatan",Paruh waktu,-,81253222,Kesehatan & Medis,Dental,https://id.jobstreet.com/id/job/81253222,7,1
Pesta Pora Abadi,QA OPERATION & FOOD SAFETY SYSTEM,4 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,QA Ops & Food Safety System,81664015,"Manufaktur, Transportasi & Logistik",Penjaminan & Kontrol Mutu,https://id.jobstreet.com/id/job/81664015,10,1
,Tukang Masak,26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,membuat resep menentukan dan menakar bahan-bahan masakan memasak menyajikan suatu hidangan yang enak rasanya Notes: Sholat 5 waktu Perempuan/Akhwat...,81179094,Hospitaliti & Pariwisata,Chef/Koki,https://id.jobstreet.com/id/job/81179094,5,1
,Koki Catering dengan Chef Kue,26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Bergabunglah dengan tim catering terkemuka kami! Dapatkan gaji kompetitif, fasilitas canggih, dan kesempatan mengembangkan karier kuliner Anda.",81122966,Hospitaliti & Pariwisata,Chef/Koki,https://id.jobstreet.com/id/job/81122966,5,1
IMB Bank,Dokter Aesthetic,17 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Bergabung bersama IMB Group untuk Membuat Hidup Lebih Berkualitas,81377499,Kesehatan & Medis,Dokter Umum,https://id.jobstreet.com/id/job/81377499,7,1
,staf akuntasi,22 hari yang lalu,"Wajo, Sulawesi Selatan",Full time,"Pengelolaan data, dokumen dan pelaporan keuangan",81268630,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81268630,1,1
Persolkelly,Cleaning Services Leader,14 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,cleaning service leader,81474107,Keterampilan & Jasa,Jasa Kebersihan,https://id.jobstreet.com/id/job/81474107,8,1
Mutiara Property,ACCOUNTING STAFF,8 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Benefits :
Gaji
BPJS Kesehatan & BPJS Ketenagakerjaan
THR
Cuti Tahunan",81620001,Akuntansi,Pegawai/Staf Akuntansi,https://id.jobstreet.com/id/job/81620001,1,1
PT Makassar Kulina Utama,Teknisi AC,11 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Teknisi Gedung,81521359,Keterampilan & Jasa,Pendinginan Udara & Pembekuan,https://id.jobstreet.com/id/job/81521359,8,1
,Sales/Marketing,5 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,PT. Ridho Agung Utama adalah sebuah perusahaan yang bergerak di bidang distribusi alat kesehatan dan obat - obatan.,81590825,Kesehatan & Medis,Perangkat Farmasi & Medis,https://id.jobstreet.com/id/job/81590825,7,1
,Manager Quality Control,4 hari yang lalu,"Makassar, Sulawesi Selatan",Kasual,Diutamakan berpengalaman di perusahaan pengolahan hasil laut (pasteurisasi crab meat).,81675203,"Manufaktur, Transportasi & Logistik",Penjaminan & Kontrol Mutu,https://id.jobstreet.com/id/job/81675203,10,1
Seven Retail Group,SOZO - Aesthetic Doctor (MAKASSAR),26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"A licensed medical professional with a Pendidikan Profesi Dokter, Active STR, and Skilled in Basic to Advanced Aesthetic Procedures.",81159609,Kesehatan & Medis,Dokter Umum,https://id.jobstreet.com/id/job/81159609,7,1
Cimory Dairy Shop,Landscape Supervisor,4 hari yang lalu,"Gowa, Sulawesi Selatan",Kontrak,"Landscape supervisor bertanggung jawab untuk mengembangkan brand standart, SOP, dan Audit Landscape di perusahaan",81672102,Desain & Arsitektur,Arsitektur Lanskap,https://id.jobstreet.com/id/job/81672102,4,1
Pengiklan Anonim,Supervisor Service Pontianak,29 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Tugas dan Tanggung Jawab:  Melakukan kunjungan dan monitor aktivitas layanan purna jual yang berada di areanya, untuk memastikan dilakukan sesuai...",81099722,Call Center & Layanan Konsumen,Pemimpin Tim/Supervisor,https://id.jobstreet.com/id/job/81099722,3,1
Kawan Lama,Inventory & Storing Staff,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Sebagai Inventory & Storing Coordinator, Anda akan bertanggung jawab dalam mengkoordinir tim Inventory agar data barang inventaris store dan stock ...",79429070,"Manufaktur, Transportasi & Logistik","Pembelian, Pengadaan & Inventaris",https://id.jobstreet.com/id/job/79429070,10,1
,Operator Produksi,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,- Memastikan proses kerja yang dilakukan sudah sesuai dengan yang ditentukan saat briefing sebelum bekerja. - Memastikan segala sesuatu dan semua p...,81747802,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81747802,10,1
Seger Agro Nusantara,Factory Head,11 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Merencanakan dan mengawasi operasional komoditi beras dengan tujuan proses operasional lapangan mencapai target yang ditentukan.,81520277,"Manufaktur, Transportasi & Logistik","Produksi, Perencanaan & Penjadwalan",https://id.jobstreet.com/id/job/81520277,10,1
Cendana Samudra Mas,Administrasi,25 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Melakukan tugas-tugas administratif perusahaan, membantu kelancaran operasional perusahaan, bertanggung jawab terhadap tugas yang diberikan atasan.",81168397,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81168397,0,1
,Staf Accounting,4 hari yang lalu,"Makassar, Sulawesi Selatan",Kasual,"1. Latar Belakang Pendidikan Akuntansi 
2. Skill Administrasi 
3. Ketelitian 
4. Mahir menggunakan Microsoft Excel 
5. Komunikasi yang Baik",81675177,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81675177,1,1
Tiga Mutiara Sakti,Accounting & Administrasi,2 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Accounting,81718984,Akuntansi,Pegawai/Staf Akuntansi,https://id.jobstreet.com/id/job/81718984,1,1
,Finance & Accounting,12 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"1. Menangani keuangan perusahaan.
2. Menyusun Laporan Keuangan Neraca, Laba Rugi, dan Perubahan Kas.
3. Menangani perpajakan perusahaan.",81493181,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81493181,1,1
,Sales And Marketing,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Diperlukan 1 tahun pengalaman kerja yang relevan untuk posisi ini Pelamar harus memiliki KTP Gaji yang diinginkan: Rp4,500,000 - Rp6,000,000 per bu...",81743144,Hospitaliti & Pariwisata,Asisten & Staf Dapur,https://id.jobstreet.com/id/job/81743144,5,1
Tangkas Cipta Optimal,Operator Warehouse Makassar,8 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Pendidikan minimal SMA/SMK, D3, atau S1 semua jurusan Memiliki SIO menjadi nilai tambah Terbiasa bekerja dengan target",81609842,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81609842,10,1
,Warehouse Supervisor,8 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Dengan bergabung bersama kami sebagai Admin Sales, Anda akan mendapatkan kesempatan untuk berkembang dan bertumbuh bersama perusahaan",81605206,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81605206,10,1
,Admin Sales,9 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Menangani segala hal terkait penjualan perusahaan termasuk omzet & customer engagement,81583655,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81583655,0,1
Kurniawan Group,Staff Finance,18 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Mengelola keuangan perusahaan,81346610,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81346610,1,1
,ADMIN PENJUALAN,11 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,*Membuat faktur penjualan atau invoice *Menyusun laporan penjualan *Membantu menjalankan proses penjualan dan pemesanan termasuk memastikan keterse...,81569473,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81569473,0,1
PT Reka Perdana Indonesia,Project Support (Makassar),14 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Tugas dan Tanggung Jawab Mengelola manajemen proyek dan mendukung penginputan data administrasi dan teknis dengan baik.,81475044,Konstruksi,Manajemen Proyek,https://id.jobstreet.com/id/job/81475044,9,1
Sinbad Trading,Admin Sales Distributor Makassar,8 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,dibutuhkan admin sales distribusi yang menguasai ms. excel,81619930,Administrasi & Dukungan Perkantoran,Administrasi Klien & Penjualan,https://id.jobstreet.com/id/job/81619930,0,1
Surya Pratista Hutama,Admin Keuangan | Kasir (Makassar),26 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Bertanggungjawab kepada Accounting Manager terkait penerimaan uang fisik & giro, petty cash, penyetoran ke bank, hingga proses administrasi pelaporan",81160757,Akuntansi,Bendahara,https://id.jobstreet.com/id/job/81160757,1,1
Laris Manis Utama,Staff Finance Accounting Makassar,4 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Spesifikasi Usia Maksimal 30 Tahun Minimal pendidikan D3 jurusan Akuntansi Pengalaman sebagai staff finance minimal 1-2 tahun Orientasi pada detail...,81670140,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81670140,1,1
Indofood,Sales Admin,24 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Lulusan baru / sudah memiliki pengalaman dibidang yang sama dipersilakan untuk melamar Dapat belajar & bekerja dengan target Berpenampilan bersih d...,81202042,Administrasi & Dukungan Perkantoran,Administrasi Klien & Penjualan,https://id.jobstreet.com/id/job/81202042,0,1
PT Suracojaya Abadimotor,Auditor Staff,21 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"- Memeriksa dan memastikan SOP dan Jobdesk berjalan sesuai dengan kebijakan perusahaan
- Mencocokan laporan kasir mengenai Uang masuk dan Uang keluar",81299170,Akuntansi,Audit – Internal,https://id.jobstreet.com/id/job/81299170,1,1
,Accounting Staff,23 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Memahami sistem Accurate,81225192,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81225192,1,1
,Accounting Staff Makassar,23 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Memahami sistem accurate,81225049,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81225049,1,1
,Sales / Admin,14 hari yang lalu,"Wajo, Sulawesi Selatan",Full time,sales / admin,81473835,Administrasi & Dukungan Perkantoran,Administrasi Klien & Penjualan,https://id.jobstreet.com/id/job/81473835,0,1
Rahayu Arumdhani International,Daily Worker Cafe Haagen-Dazs Daerah Makassar Event HUT BCA,15 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,- Bertanggung jawab terhadap stock produk - Membersihkan cafe dan menjaga kebersihan cafe - Menangani dan mengelola customer Persyaratan Lainnya : ...,81476739,Hospitaliti & Pariwisata,Pelayan,https://id.jobstreet.com/id/job/81476739,5,1
Lippo Karawaci,Sales Legal Administrator - Makassar,10 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Outstanding opportunity for experienced Corporate Legal Counsel to contribute to leading property developer's success. Attractive benefits package.,81556433,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81556433,0,1
,Admin Gudang,17 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"PT. Karya Sukses Sejati, Perusahaan manufaktur di bawah Karya Sukses Group membutuhkan segera Staff Admin Gudang untuk penempatan di Makassar.",81390222,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81390222,10,1
Shape Up,Ahli Gizi (Makassar),12 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Memberikan konsultasi gizi klinik sehubungan dengan program atau terapi secara komunikatif dan ramah, sesuai dengan SPO & IK  yang berlaku di klinik",81506473,Kesehatan & Medis,Ahli Gizi,https://id.jobstreet.com/id/job/81506473,7,1
,Translator Bahasa Mandarin&Admin中文翻译&文员,15 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Translator Bahasa Mandarin&Admin中文翻译&文员, Interpreter Bahasa Mandarin中文翻译",81441159,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81441159,0,1
,Administration Cab. Makassar,12 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Mengelola laporan keluar-masuk barang mencatat keluar masuknya barang Teliti dan cekatan dalam pekerjaan Mengoperasikan Microsoft Office (Word...,81501554,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81501554,0,1
Pengiklan Anonim,Accounting & Tax Manager,18 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Menjaga kesehatan finansial perusahaan dan memastikan proses akuntansi berjalan dengan baik.,81359715,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81359715,1,1
Gojek,Area Operations Staff,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"As an Area Operations Staff, you will conduct all aspect of operational activities related to Driver Partner in your designated area, including but...",80984894,"Manufaktur, Transportasi & Logistik",Transportasi Jalan,https://id.jobstreet.com/id/job/80984894,10,1
,Accounting Tax Manager,22 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Menguasai accounting dan update tentang perpajakan berpengalaman dalam bidang yang sama minimal 2 tahun sebagai supervisor atau asst manager,81280099,Akuntansi,Manajer & Kontroler Finansial,https://id.jobstreet.com/id/job/81280099,1,1
Amartha Mikro Fintek,"TEAM LEADER NEW BRANCH (Toaraja, Sidrap, Luwu Timur)",11 hari yang lalu,"Makale Selatan, Sulawesi Selatan",Full time,"Team Leader:
https://bit.ly/TL-SULAWESI",81533051,"Manufaktur, Transportasi & Logistik",Pemimpin Tim/Supervisor,https://id.jobstreet.com/id/job/81533051,10,1
,Barista,11 hari yang lalu,"Masamba, Sulawesi Selatan",Full time,"Melayani pelanggan dengan ramah
Bertanggung jawab dalam menjaga kebersihan area outlet
Mempromosikan menu kepada pelanggan",81522157,Hospitaliti & Pariwisata,Staf Bar & Minuman,https://id.jobstreet.com/id/job/81522157,5,1
