Company,Job,Listing Date,Location,Work Type,Teaser job,Job ID,Classification,Sub Classification,Job_URL,Classification_encoded,Cluster
Modena Indonesia,Marketing Strategist (Makassar),23 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Plan and execute marketing activities in the assigned area,81247623,Pemasaran & Komunikasi,Komunikasi Pemasaran,https://id.jobstreet.com/id/job/81247623,12,0
Mutiara Property,SALES SUPERVISOR,16 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Sales supervisor akan bertanggung jawab memastikan tim penjualan mencapai target dan menjalankan proses penjualan dengan efektif & efisien.,81416764,Penjualan,Koordinator Penjualan,https://id.jobstreet.com/id/job/81416764,15,0
Repex Wahana,Account Manager Makassar Area,17 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Account Manager, Makassar Area",81381595,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81381595,15,0
,Business Development,10 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"This profession that can be called ""sales development"" tasked with helping company development in the field of strategy and long-term company targets.",81559046,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81559046,15,0
Yayasan Mice,Kepala Sekolah,25 hari yang lalu,"Makassar, Sulawesi Selatan",Paruh waktu,"Pimpin sekolah berkembang di Makassar, dapatkan gaji kompetitif dan akses program pengembangan kepemimpinan.",81176130,Pendidikan & Pelatihan,Manajemen – Sekolah,https://id.jobstreet.com/id/job/81176130,14,0
PT Royal Sutan Agung,Sales Manager (Refrigerator Commercial Industry) Penemapatan Makassar,26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Experienced in commercial refrigerator and kitchen equipment industry, skilled in sales growth and ensuring customer satisfaction for optimal business",81159481,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81159481,15,0
Allianz,Sales Supervisor Makassar,7 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,65228 | Sales & Distribution | Professional | Non-Executive | Allianz Indonesia | Full-Time | Temporary The Allianz Group is one of the world's lea...,81641233,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81641233,15,0
L'Oreal,Product Specialist (Makassar),30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Then joining L'Oreal Dermatological Beauty Division might be the opportunity that you've been looking for! Now we are looking for a passionate Prod...,80217033,Pemasaran & Komunikasi,Manajemen & Pengembangan Produk,https://id.jobstreet.com/id/job/80217033,12,0
,Sales Executive,1 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Bertemu dengan klien secara virtual atau selama kunjungan penjualan - Memelihara catatan yang akurat - Menghadiri pameran dagang, konferensi dan pe...",81747850,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81747850,15,0
Sunway Trading & Manufacturing,SALES EXECUTIVE HOSE & FITTING (H&F) - SULAWESI,17 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Jobdescription: Marketing / Sales, looking for new customers, daily & sales reports Achievement on target, timely reports, customer database....",81394654,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81394654,15,0
,Sales E-Commerce,29 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Penempatan Head Office Makassar,81102569,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81102569,15,0
AstraZeneca,Medical Representative (Respiratory – Makassar),11 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"We are currently looking for a Medical Representative for Makassar area, to join the RESPIRATORY team to continue and build on the team’s success.
...",81544146,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81544146,15,0
Taspen Life Insurance,TASPEN LIFE RELATION OFFICER,18 hari yang lalu,"Palopo, Sulawesi Selatan",Full time,"Sebagai Agen Asuransi Perusahaan untuk melakukan aktivitas pemasaran di Instansi Pemkot,Pemda,Pemprov maupun Instansi Vertikal lainnya.",81346295,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81346295,15,0
Vale,Senior Permit & License Analyst,10 hari yang lalu,"Nuha, Sulawesi Selatan",Full time,Competitive benefits,81556762,Pemerintahan & Pertahanan,Pemerintahan – Provinsi,https://id.jobstreet.com/id/job/81556762,13,0
Aditya Sarana Graha,Sales ( Makassar ),26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Kualifikasi: Usia maksimal 30 tahun Lulusan minimal D3 semua jurusan Memiliki kemampuan komunikasi dan menjual yang baik Dapat bekerja dalam tim...,81137462,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81137462,15,0
Bina Karya Prima,Trade Marketing Manager Makassar,24 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,KUALIFIKASI : Pendidikan minimal S1 Semua Jurusan Pengalaman min 4 Tahun sebagai National Trade Marketing Manager di FMCG Company Memahami dan...,81226354,Pemasaran & Komunikasi,Komunikasi Pemasaran,https://id.jobstreet.com/id/job/81226354,12,0
Borwita Citra Prima,SALES COORDINATOR,17 hari yang lalu,Sulawesi Selatan,Full time,Mempunyai kemampuan membangun kerjasama team yang baik dan berorientasi pada target Mempunyai kendaraan minimal roda 2 Mempunyai HP Android RAM Min...,81372090,Penjualan,Koordinator Penjualan,https://id.jobstreet.com/id/job/81372090,15,0
,Sales Executive,10 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Mampu melaksanakan tugas sebagai seorang Sales/Marketing untuk Produk Regulator GAS Rumah Tangga.,81537641,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81537641,15,0
,Tutor PPPK Situational Judgement Test (SJT) Guru,2 hari yang lalu,"Makassar, Sulawesi Selatan",Paruh waktu,Kami merupakan platform belajar online yang mengkhususkan untuk membantu pelajar yang bercita-cita menjadi Aparatur Sipil Negara (ASN).,81718203,Pendidikan & Pelatihan,Tutor,https://id.jobstreet.com/id/job/81718203,14,0
Maha Sentral Sejati,SPV DIRECT SALES MERCHANT (EDC & QRIS),5 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,- Memahami Produk - Bisa Memasarkan Produk untuk Pencapaian Pribadi - Merekrut Sales - Training dan Bimbing Sales - Memastikan Sales Bisa Capai Tar...,81676582,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81676582,15,0
PT Suracojaya Abadimotor,Marketing Instansi,21 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Menawarkan dan atau melakukan kunjungan ke perusahaan2 swasta untuk dapat bekerjasama,81299020,Pemasaran & Komunikasi,Komunikasi Pemasaran,https://id.jobstreet.com/id/job/81299020,12,0
Akulaku,Area Sales Lead - Makassar,11 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Area Sales Lead,81525814,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81525814,15,0
Qualita Indonesia,TEKNISI MESIN EDC (Freelance) KOTA MAKASSAR - SULAWESI SELATAN,3 hari yang lalu,"Makassar, Sulawesi Selatan",Paruh waktu,1. Melakukan aktivasi dan maintenance mesin EDC. 2. Bekerja secara mobile sehingga membutuhkan kendaraan pribadi (motor). 3. Memiliki Telepon gengg...,81724137,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/81724137,15,0
Asuransi Bintang,Lowongan Kerja sebagai Account Officer di Asuransi Bintang Penempatan Makassar,13 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"THR, BPJS Ketenagakerjaan, BPJS Kesehatan, Asuransi kesehatan tambahan (swasta), Gaji ke-13, Tunjangan Pulsa, dll.
Untuk melamar, kunjungi
https://...",81477794,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81477794,15,0
Qualita Indonesia,TEKNISI MESIN EDC (Freelance) KOTA PAREPARE - SULAWESI SELATAN,3 hari yang lalu,Sulawesi Selatan,Paruh waktu,1. Melakukan aktivasi dan maintenance mesin EDC. 2. Bekerja secara mobile sehingga membutuhkan kendaraan pribadi (motor). 3. Memiliki Telepon gengg...,81724183,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/81724183,15,0
Edukasi Mandiri Pratama,Social Media Specialist,26 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,sms,81147589,Pemasaran & Komunikasi,Pemasaran Digital & Pencarian,https://id.jobstreet.com/id/job/81147589,12,0
Permodalan Nasional Madani,Ventura Syariah Officer,25 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Mencari nasabah baru
Melakukan analisa kelayakan pembiayaan
Melakukan monitoring dan memelihara hubungan baik dengan nasabah 
DLL",81186694,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81186694,15,0
Putraduta Buanasentosa,Sales and Marketing  Section Head,12 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Lead a dynamic sales & marketing team to drive business growth. Competitive compensation & career advancement.,81496763,Pemasaran & Komunikasi,Komunikasi Pemasaran,https://id.jobstreet.com/id/job/81496763,12,0
Stella Gracia School,Secondary Teachers,22 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,This job is for those who would like to challenge themselves as a Secondary School Teacher and improve students' learning.,81272136,Pendidikan & Pelatihan,Pengajaran – Pendidikan Menengah,https://id.jobstreet.com/id/job/81272136,14,0
Wook Mobile Commerce,Regional Sales Manager Product Small Home Appliances (Brand Samono),16 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"*Dimohon membaca dengan detail, hanya kandidat yang sesuai kriteria yang akan kami prosesDeskripsi Pekerjaan : Bertanggungjawab dalam penjualan dan...",81429620,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/81429620,15,0
Asuransi Bintang,(JV2501003) Account Officer - Makassar,24 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Memastikan tercapainya target penjualan individu sesuai segmen pasar dan/atau Sumber,81225581,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81225581,15,0
CV Wana Satria Komputindo,Sosial Media Specialist,9 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Saat ini perusahaan kami CV. Wana  Satria Komputindo sedang mencari kandidat untuk posisi Sosial Media Specialist,81580052,"Periklanan, Seni & Media","Strategi Media, Perencanaan & Pembelian",https://id.jobstreet.com/id/job/81580052,17,0
Borwita Citra Prima,SR MT,8 hari yang lalu,Sulawesi Selatan,Full time,"Mempunyai pengalaman sales MT di perusahaan FMCG (nilai tambah)
Jujur dan memiliki integritas tinggi
Memiliki komunikasi yang baik
Mampu bekerja di...",81631557,Penjualan,Koordinator Penjualan,https://id.jobstreet.com/id/job/81631557,15,0
Qualita Indonesia,TEKNISI MESIN EDC (Freelance) KAB BANTAENG - SULAWESI SELATAN,3 hari yang lalu,"Bantaeng, Sulawesi Selatan",Paruh waktu,1. Melakukan aktivasi dan maintenance mesin EDC. 2. Bekerja secara mobile sehingga membutuhkan kendaraan pribadi (motor). 3. Memiliki Telepon gengg...,81724134,Pekerjaan Lepas,Pekerjaan Lepas,https://id.jobstreet.com/id/job/81724134,11,0
Qualita Indonesia,TEKNISI MESIN EDC (Freelance) KAB BARRU - SULAWESI SELATAN,3 hari yang lalu,"Barru, Sulawesi Selatan",Paruh waktu,1. Melakukan aktivasi dan maintenance mesin EDC. 2. Bekerja secara mobile sehingga membutuhkan kendaraan pribadi (motor). 3. Memiliki Telepon gengg...,81724246,Pekerjaan Lepas,Pekerjaan Lepas,https://id.jobstreet.com/id/job/81724246,11,0
SANY Group,备件/服务助理 - 会讲普通话（苏拉威西岛）,11 hari yang lalu,Sulawesi Selatan,Full time,协助完成中印两国间的沟通工作，负责公司分配任务的跟进与安排，包括日常报销、团队考勤和培训组织，并具备管理和调度区域内重要资源（如人员、车辆、网络）的能力。,81531863,"Pertambangan, Sumber Daya Alam & Energi",Pertambangan – Operasional,https://id.jobstreet.com/id/job/81531863,18,0
Colmitra,DESK COLLECTION,29 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Jasa Penagihan melalui Telepon / SMS / WA / Online,81108540,Perbankan & Layanan Finansial,Kredit,https://id.jobstreet.com/id/job/81108540,16,0
PT Suracojaya Abadimotor,Area Promosi Development,21 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Management Acara hingga pelaporan aktivitas,81299031,Pemasaran & Komunikasi,Manajemen Acara,https://id.jobstreet.com/id/job/81299031,12,0
Qualita Indonesia,TEKNISI MESIN EDC (Freelance) KAB BONE - SULAWESI SELATAN,3 hari yang lalu,"Bone, Sulawesi Selatan",Paruh waktu,1. Melakukan aktivasi dan maintenance mesin EDC. 2. Bekerja secara mobile sehingga membutuhkan kendaraan pribadi (motor). 3. Memiliki Telepon gengg...,81724127,Pekerjaan Lepas,Pekerjaan Lepas,https://id.jobstreet.com/id/job/81724127,11,0
Qualita Indonesia,TEKNISI MESIN EDC (Freelance) KAB ENREKANG - SULAWESI SELATAN,3 hari yang lalu,"Enrekang, Sulawesi Selatan",Paruh waktu,1. Melakukan aktivasi dan maintenance mesin EDC. 2. Bekerja secara mobile sehingga membutuhkan kendaraan pribadi (motor). 3. Memiliki Telepon gengg...,81724286,Pekerjaan Lepas,Pekerjaan Lepas,https://id.jobstreet.com/id/job/81724286,11,0
,"Kepala Sekolah, Staff Reception & Guru Mandarin Bambini School",11 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Mohon membaca keterangan saat melamar,81519272,Pendidikan & Pelatihan,Manajemen – Sekolah,https://id.jobstreet.com/id/job/81519272,14,0
Pengiklan Anonim,TERRITORY BUSINESS MANAGER SULAWESI,9 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,We are looking for a Territory Business Manager for Sulawesi,81577828,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/81577828,15,0
,Marketing Communication Officer,25 hari yang lalu,Sulawesi Selatan,Full time,Melakukan strategi marketing untuk meningkatkan brand awareness perusahaan,81191210,Pemasaran & Komunikasi,Komunikasi Pemasaran,https://id.jobstreet.com/id/job/81191210,12,0
Qualita Indonesia,TEKNISI MESIN EDC (Freelance) KAB LUWU - SULAWESI SELATAN,3 hari yang lalu,Sulawesi Selatan,Paruh waktu,1. Melakukan aktivasi dan maintenance mesin EDC. 2. Bekerja secara mobile sehingga membutuhkan kendaraan pribadi (motor). 3. Memiliki Telepon gengg...,81724199,Pekerjaan Lepas,Pekerjaan Lepas,https://id.jobstreet.com/id/job/81724199,11,0
Panin Dai-Ichi Life,"Bancassurance Officer(Area: Makassar,Jayapura,Sorong,Pekanbaru,Palembang)",24 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Bancassurance Officer adalah Representative dari Panin Dai-chi Life di cabang Panin Bank yang berperan untuk melakukan pemasaran produk-produk...,81222740,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81222740,15,0
Elabram,Vice Regional Business Head Sulawesi,10 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Experience as an area or regional Sales Supervisor/Manager in the smartphone industry min 3 years and fluent in English MUST,81551720,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/81551720,15,0
Lippo Karawaci,Sales Manager (Makassar),24 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Provide knowledge for customer related to products, availability, and also process buying.",81221724,Penjualan,Manajemen,https://id.jobstreet.com/id/job/81221724,15,0
PT Polaris Alkes Starindo,Area Marketing & Sales Manager,9 hari yang lalu,Sulawesi Selatan,Kontrak,Memastikan tercapainya target yang ditentukan perusahaan melalui tim yang bekerja sama dan berkontribusi positif dalam sales...,81585300,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81585300,15,0
Indomobil Finance,Marketing dan Collection Makassar,22 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Penempatan Kebutuhan : Makassar, Polewali Mandar, Pare-pare",81287364,Perbankan & Layanan Finansial,Kredit,https://id.jobstreet.com/id/job/81287364,16,0
,Videographer,2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Membantu sutradara dan penulis skenario menjabarkan storyboard. - Bertugas untuk mengambil video. - Mengumpulkan semua video dan melakukan pencatat...,81748246,"Periklanan, Seni & Media",Jurnalisme & Penulisan,https://id.jobstreet.com/id/job/81748246,17,0
,Staff Unit Marketing Kampus ITEKES Tri Tunas Nasional (Makassar),2 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,1. Memasarkan program perkuliahan ke masyarakat 2. Melakukan promosi dan marketing offline online 3. Melakukan administrasi di kampus Kualifikasi 1...,81748095,Pemasaran & Komunikasi,Komunikasi Pemasaran,https://id.jobstreet.com/id/job/81748095,12,0
Bank Nationalnobu,Relationship Manager (Makassar),4 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Mengembangkan market special lending dan funding dengan secara proaktif mencari dan mendapatkan nasabah baru untuk pencapaian target.,81667975,Perbankan & Layanan Finansial,Manajemen Akun & Hubungan,https://id.jobstreet.com/id/job/81667975,16,0
Peluang Kerjaku,Telemarketing Makassar,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,- Memberikan Penjelasan tentang Produk - Menjawab Pertanyaan dan Panggilan Pelanggan - Membuat Database Pelanggan - Melakukan Survei Pelanggan - Pr...,81747934,Pemasaran & Komunikasi,Komunikasi Pemasaran,https://id.jobstreet.com/id/job/81747934,12,0
Qualita Indonesia,TEKNISI MESIN EDC (Freelance) KAB BULUKUMBA - SULAWESI SELATAN,3 hari yang lalu,"Bulukumba, Sulawesi Selatan",Paruh waktu,1. Melakukan aktivasi dan maintenance mesin EDC. 2. Bekerja secara mobile sehingga membutuhkan kendaraan pribadi (motor). 3. Memiliki Telepon gengg...,81724290,Pekerjaan Lepas,Pekerjaan Lepas,https://id.jobstreet.com/id/job/81724290,11,0
,Marketing Officer,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Pendidikan Min. D III Semua Jurusan - Diutamakan Berpengalaman di bidang yang sama - Memiliki Kemampuan mengoperasikan Ms. Office - Memiliki Kendar...,81748477,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81748477,15,0
Bank Nationalnobu,Business Development Manager (Makassar),4 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Mengembangkan market special lending dan funding dengan secara proaktif mencari dan mendapatkan nasabah baru untuk pencapaian target.,81668620,Perbankan & Layanan Finansial,Manajemen Akun & Hubungan,https://id.jobstreet.com/id/job/81668620,16,0
,Admin Marketing,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Melakukan tugas administrasi harian untuk memastikan fungsionalitas dan koordinasi kegiatan departemen - Mendukung eksekutif pemasaran dalam mengat...,81747819,"Periklanan, Seni & Media","Strategi Media, Perencanaan & Pembelian",https://id.jobstreet.com/id/job/81747819,17,0
Bank Sinarmas,Relationship Officer Trainee (Funding) - Makassar,12 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Gambaran Pekerjaan : Menjalankan kegiatan marketing produk tabungan, deposito, giro dan bancassurance",81501801,Perbankan & Layanan Finansial,Perbankan – Ritel/Cabang,https://id.jobstreet.com/id/job/81501801,16,0
PT Global Jet Cargo,Sales Specialist & SPV,8 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"BENEFIT :
Basic Salary
BPJS
Incentive",81619245,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81619245,15,0
Pengiklan Anonim,Logistic Warehouse Fuel Supervisor,29 hari yang lalu,Sulawesi Selatan,Full time,PT Anugerah Bangun Makmur adalah Perusahaan yang bergerak di tambang nikel yang berlokasi di site Siuna,81109888,"Pertambangan, Sumber Daya Alam & Energi",Analisis & Pelaporan,https://id.jobstreet.com/id/job/81109888,18,0
BNI Life Insurance,BANCASSURANCE SPECIALIST - MAKASSAR,23 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"1. Bonus / Komisi
2. Jenjang Karir
3. Fleksibel
4. Menambah Relasi / Networking
5. Reward / Trip ke Luar Negeri",81258422,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81258422,15,0
,Sales,26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Benefit:

Incentive based on performance
Transportation & Communication allowances
BPJS",81146786,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/81146786,15,0
Duta Abadi Primantara,SALESMAN,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"bertanggung jawab untuk mengembangkan strategi penjualan, membangun hubungan dengan pelanggan, serta mencapai target penjualan yang ditetapkan.",81741310,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81741310,15,0
Aura Universal Rasi,Field Collector Perbankan (MAKASSAR),11 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Melakukan telepon ke konsumen yang akan jatuh tempo dan yang sudah jatuh tempo pembayaran Melakukan update data nasabah jika ada data konsumen...,81521789,Perbankan & Layanan Finansial,Kepatuhan & Resiko,https://id.jobstreet.com/id/job/81521789,16,0
Indomobil Finance,Credit Analyst Coordinator (Daerah),22 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,PT Indomobil Finance Indonesia sedang membuka posisi Credit Analyst Coordinator dengan penempatan di daerah Makassar!,81283255,Perbankan & Layanan Finansial,Analisis & Pelaporan,https://id.jobstreet.com/id/job/81283255,16,0
,Kepala Cabang dan Marketing Presentation,16 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Kepala cabang,81431911,Pemasaran & Komunikasi,Komunikasi Pemasaran,https://id.jobstreet.com/id/job/81431911,12,0
Bank Mega,Retail Funding Training Program (Makassar & Manado),25 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Mencari nasabah baru (Funding and Wealth Product). Menjaga hubungan baik dengan customer dan calon customer. Memenuhi target sales dengan...,81176097,Perbankan & Layanan Finansial,Perbankan – Ritel/Cabang,https://id.jobstreet.com/id/job/81176097,16,0
Vale,Resource Assessment Geologist,15 hari yang lalu,"Luwu Timur, Sulawesi Selatan",Full time,Competitive benefits,81448086,"Pertambangan, Sumber Daya Alam & Energi",Pertambangan – Eksplorasi & Geosains,https://id.jobstreet.com/id/job/81448086,18,0
AXA,Financial Advisor - Makassar (Barombong & Gowa),29 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Memasarkan produk asuransi AXA Mandiri kepada nasabah Bank Mandiri.sesuai kebutuhan nasabah. Melakukan maintain nasabah-nasabah existing Melayani...,81100120,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81100120,15,0
RGF HR Agent Recruitment,Area Sales Manager - FMCG - Sulawesi (B-115081),15 hari yang lalu,Sulawesi Selatan,Full time,Area  Sales Manager for Japanese FMCG company in Sulawesi.,81445870,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81445870,15,0
Indodana,Merchant Relation Officer (Makassar),29 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,-,81107201,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81107201,15,0
Petrosea,Tyre Foreman,24 hari yang lalu,Sulawesi Selatan,Full time,"Monitor & coordinate tyreman daily activities to ensure work is performed in a technically correct, conform with company's standard & policies.",81226706,"Pertambangan, Sumber Daya Alam & Energi",Pertambangan – Teknik & Pemeliharaan,https://id.jobstreet.com/id/job/81226706,18,0
Sinta Prima Feedmill,Sales Pakan Ikan Sulawesi,24 hari yang lalu,Sulawesi Selatan,Full time,-,81210552,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81210552,15,0
Sido Muncul,Sales Koordinator Makassar (MM),17 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Sales Koordinator bertanggungjawab atas pemerataan distribusi produk di area dan menganalisa potensi areanya.,81392706,Penjualan,Koordinator Penjualan,https://id.jobstreet.com/id/job/81392706,15,0
CIMB Niaga,Relationship Manager EBB / SME - Makassar,22 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Emerging Business Banking Relationship Manager (EBB/SME) placement Makassar,81286068,Perbankan & Layanan Finansial,Perbankan – Ritel/Cabang,https://id.jobstreet.com/id/job/81286068,16,0
Astra Insurance,Account Officer (Sales Officer) - Makassar,25 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Posisi ini bertanggung jawab untuk menjaga hubungan baik dengan dealer otomotif rekanan & pelanggan, serta mencapai target yang telah ditetapkan...",81177311,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81177311,15,0
Galva Galindra Multi Cipta,Account Manager Makassar,19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Sales Executive di Kota Bandung. Pendidikan min D3/S1. Fresh Graduate atau berpengalaman dipersilahkan melamar. Produk IT Elektronika.,81329117,Penjualan,Manajemen Akun & Relasi,https://id.jobstreet.com/id/job/81329117,15,0
KSP Nasari,Kepala Cabang,19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Deskripsi Pekerjaan Memimpin, merencanakan, mengelola, mengembangkan team dalam satu kantor cabang sehingga operasional dan bisnis kantor dapat...",81330324,Perbankan & Layanan Finansial,Perbankan – Bisnis,https://id.jobstreet.com/id/job/81330324,16,0
,Dealer Network Development Supervisor,25 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Placement : Makassar,81194493,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/81194493,15,0
Meratus Line,"SALES FREIGHT FORWARDING (Kendari, Makassar)",24 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Meratus Group is currently looking for Sales Specialist to be placed in Makassar and Kendari Branch.,81225824,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/81225824,15,0
Mayora Indah,Group Regional Sales Manager (GRSM),22 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Memenuhi target Sales dan Promosi di region yang menjadi tanggung jawabnya,81291338,Penjualan,Manajemen,https://id.jobstreet.com/id/job/81291338,15,0
Edukasi Mandiri Pratama,Senior Teaching Manager,29 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,stm,81107122,Pendidikan & Pelatihan,Pelatihan & Penilaian Tempat Kerja,https://id.jobstreet.com/id/job/81107122,14,0
,Sales Executive,24 hari yang lalu,"Gowa, Sulawesi Selatan",Kontrak,1. Memperkenalkan dan menjelaskan tentang produk kepada customer 2. Melakukan kunjungan ke instansi-instansi untuk memasarkan produk yang tersedia ...,81251687,Penjualan,Perwakilan/Konsultan Penjualan,https://id.jobstreet.com/id/job/81251687,15,0
PT Abdi Negara,Tentor Pengetahuan Umum,30+ hari yang lalu,"Maritengngae, Sulawesi Selatan",Paruh waktu,Diperlukan 1 tahun pengalaman kerja yang relevan untuk posisi ini Pelamar harus memiliki KTP,77626457,Pendidikan & Pelatihan,Pengajaran – Pendidikan Menengah,https://id.jobstreet.com/id/job/77626457,14,0
,Tutor PPPK Dosen (Bahasa Inggris),2 hari yang lalu,"Makassar, Sulawesi Selatan",Paruh waktu,Kami merupakan platform belajar online yang mengkhususkan untuk membantu pelajar yang bercita-cita menjadi Aparatur Sipil Negara (ASN).,81718547,Pendidikan & Pelatihan,Pengajaran – Pendidikan Tinggi,https://id.jobstreet.com/id/job/81718547,14,0
Staffinc Group,Business Development Specialist (Makassar),30+ hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"We are seeking a dynamic and driven Business Development Specialist to join our client’s team in Makassar, Indonesia. The ideal candidate will poss...",76719748,Penjualan,Pengembangan Bisnis Baru,https://id.jobstreet.com/id/job/76719748,15,0
